gene_id	RNA-Seq_FZX_Fr_C1	RNA-Seq_FZX_Fr_C2	RNA-Seq_FZX_Fr_C3	RNA-Seq_FZX_Fr_M1	RNA-Seq_FZX_Fr_M2	RNA-Seq_FZX_Fr_M3	RNA-Seq_FZX_Le_C1	RNA-Seq_FZX_Le_C2	RNA-Seq_FZX_Le_C3	RNA-Seq_FZX_Le_M1	RNA-Seq_FZX_Le_M2	RNA-Seq_FZX_Le_M3
LITCHI014275	10.1105727396126	10.2772554725146	10.1975563373471	10.1132535127892	10.2087440459806	10.1923147889875	10.4874375293907	10.3791604280599	10.3934077448003	10.5407518466204	10.5061483790227	10.6180635194679
LITCHI014276	11.2306157001528	11.1853236860196	11.2145594585025	11.1508776895652	11.151562243441	11.1950582676243	11.1953607549435	11.2020642079851	11.1603146055734	11.2015166512434	11.2477705992905	11.1617918660334
LITCHI014277	9.75581082455638	9.91913017833357	9.94380683155026	9.84669317979411	9.91405609886663	9.93672065861646	9.83407577595381	9.83019466409446	9.9094987466627	9.78156601291028	9.89816560119393	9.81438632480315
LITCHI014278	12.134744845564	12.0800966880726	12.016036892621	12.0591749426994	12.0318710187499	12.0110373743718	12.3207508496892	12.223065618116	12.342346191136	12.2281925812884	12.3116490440744	12.2356670446611
LITCHI014279	9.68938945656818	9.6704248490798	9.69333063235677	9.72631176160501	9.62602277195041	9.73097410635926	9.86644913264024	9.65619783216155	9.81888183994673	9.82570400820681	9.76626988726062	9.70456161361029
LITCHI014283	11.5143459805157	11.573797758882	11.4992814071394	11.5968705260535	11.5471443767962	11.551797004542	11.2391500244375	11.2175760752554	11.1937495285352	11.0956869212697	11.2190985996739	11.2484884640034
LITCHI014285	11.2865829867294	11.316315036502	11.3705221971254	11.1370514213875	11.3257599801591	11.2438110887629	10.8391534825901	10.8156459900651	10.906142460879	10.8309993919636	10.7967817879517	10.70691464053
LITCHI014286	9.71859367700816	9.71153481443566	9.76124714299953	9.68503773724588	9.72549281650102	9.77445599581399	9.76382606302996	9.79196718400082	9.70237967973902	9.683744401076	9.66020384049142	9.71120393925957
LITCHI014287	10.9076653319667	10.9703015157621	11.008434990164	11.0353440920896	10.880119886617	10.9916573284845	11.5008240770815	11.4393028757306	11.494475527288	11.3822389316609	11.3292718126528	11.3869428521526
LITCHI014288	10.5658575099428	10.575940436466	10.5392753129443	10.5900336287401	10.5182804517909	10.4644515164899	10.835540281535	10.8261520830253	10.8132658089686	10.7369464894709	10.7716585784382	10.7391721878387
LITCHI014289	12.2499774664435	12.3122498393405	12.208444953731	12.1660036779625	12.1175059246327	12.1702638491122	11.818047535912	11.9162229033731	11.8924126016118	11.9818639620296	12.0116554950302	11.94254158289
LITCHI014290	12.3601335789217	12.3625229410087	12.3003062116738	12.2791705034711	12.190432109176	12.2504963604908	12.5544894238954	12.4696165505364	12.4982034834656	12.6885953254892	12.6668493983373	12.7964770420392
LITCHI014291	9.95345825541926	9.95308801348529	10.0227468857628	9.9966564390597	9.89530459295838	9.90516734494295	10.0422503318817	10.0689134168497	10.1941164714576	10.150482848425	10.0946636775564	10.106373279046
