gene_id	study	contrast	external_log2fc	genomewide_q	external_response_direction
LITCHI017609	PRJNA450886	primary_24h	2.63199495052414	0.0190095076491851	positive
LITCHI023249	PRJNA450886	primary_24h	1.12556017585766	0.0191424370257148	positive
LITCHI022975	PRJNA450886	primary_24h	0.762629541035532	0.0191527205188373	positive
LITCHI006068	PRJNA450886	primary_24h	-1.14740937225723	0.0194881862321639	negative
LITCHI004239	PRJNA450886	primary_24h	1.88287037388887	0.0195633880387896	positive
LITCHI001292	PRJNA450886	primary_24h	4.05412278843162	0.0198994420663825	positive
LITCHI018147	PRJNA450886	primary_24h	0.866920961608223	0.0200466337704276	positive
LITCHI002968	PRJNA450886	primary_24h	-1.14619053302076	0.0200583456288508	negative
LITCHI028586	PRJNA450886	primary_24h	-0.750340209301849	0.0200583456288508	negative
LITCHI031747	PRJNA450886	primary_24h	-0.982956400986716	0.0202600066069039	negative
LITCHI017676	PRJNA450886	primary_24h	1.05471952399209	0.0207580268589554	positive
LITCHI024970	PRJNA450886	primary_24h	-0.984011913217649	0.0210418919017714	negative
LITCHI005940	PRJNA450886	primary_24h	-0.783830997384763	0.0212415817828898	negative
LITCHI011808	PRJNA450886	primary_24h	-0.801757258462207	0.0212935126894601	negative
LITCHI004342	PRJNA450886	primary_24h	1.63818426612897	0.0213918835628377	positive
LITCHI008051	PRJNA450886	primary_24h	-1.81007620424624	0.0214827664779043	negative
LITCHI018311	PRJNA450886	primary_24h	1.04058237856716	0.0214827664779043	positive
LITCHI029472	PRJNA450886	primary_24h	2.74719775608249	0.0214827664779043	positive
LITCHI003717	PRJNA450886	primary_24h	1.16261988168933	0.0215350159783209	positive
LITCHI003959	PRJNA450886	primary_24h	-0.635791221759406	0.0215662137489139	negative
LITCHI016296	PRJNA450886	primary_24h	-0.803394644009113	0.0215662137489139	negative
LITCHI004913	PRJNA450886	primary_24h	-1.9720899500765	0.0215861261777295	negative
LITCHI017520	PRJNA450886	primary_24h	1.48774189771382	0.0218226205183	positive
LITCHI004353	PRJNA450886	primary_24h	0.722805863153774	0.0219210369963015	positive
LITCHI005930	PRJNA450886	primary_24h	-6.73560119873571	0.0219210369963015	negative
LITCHI009576	PRJNA450886	primary_24h	2.47661816475563	0.0219210369963015	positive
LITCHI019938	PRJNA450886	primary_24h	-1.13862051755275	0.0219210369963015	negative
LITCHI011142	PRJNA450886	primary_24h	1.04196509514672	0.0221552980263425	positive
LITCHI029915	PRJNA450886	primary_24h	0.747625143536499	0.0221552980263425	positive
LITCHI019281	PRJNA450886	primary_24h	-0.799004173706297	0.0226227243454196	negative
LITCHI021505	PRJNA450886	primary_24h	-0.838749082868482	0.0226549403361304	negative
LITCHI027304	PRJNA450886	primary_24h	1.14138354088543	0.0226549403361304	positive
LITCHI014409	PRJNA450886	primary_24h	-4.78465428946738	0.022664071870145	negative
LITCHI027658	PRJNA450886	primary_24h	-0.739644410775355	0.022664071870145	negative
LITCHI003307	PRJNA450886	primary_24h	0.790072971888915	0.0230432246886501	positive
LITCHI002792	PRJNA450886	primary_24h	-1.70106965931552	0.0230497932038006	negative
LITCHI022179	PRJNA450886	primary_24h	1.05848052866148	0.0230497932038006	positive
LITCHI018310	PRJNA450886	primary_24h	1.20164899604049	0.0231038835617261	positive
LITCHI024935	PRJNA450886	primary_24h	1.4305512977453	0.0232667061127435	positive
LITCHI027338	PRJNA450886	primary_24h	-0.724453730632242	0.0232911934490897	negative
LITCHI029907	PRJNA450886	primary_24h	4.33959614397094	0.0232911934490897	positive
LITCHI003370	PRJNA450886	primary_24h	0.746225447476002	0.0234265175739254	positive
LITCHI008540	PRJNA450886	primary_24h	0.722168498924666	0.0239776746526392	positive
LITCHI012746	PRJNA450886	primary_24h	0.702017272988352	0.0239776746526392	positive
LITCHI018121	PRJNA450886	primary_24h	-1.0896814234191	0.0239776746526392	negative
LITCHI025288	PRJNA450886	primary_24h	-1.42791616639994	0.0240936046923509	negative
LITCHI024973	PRJNA450886	primary_24h	-0.973061017345812	0.0241099672139134	negative
LITCHI026665	PRJNA450886	primary_24h	0.771570656045851	0.0241391916349918	positive
LITCHI009699	PRJNA450886	primary_24h	1.49701534828285	0.0244506720032369	positive
LITCHI007091	PRJNA450886	primary_24h	2.24856264887946	0.0255452739233753	positive
LITCHI015956	PRJNA450886	primary_24h	0.715050539323032	0.0255452739233753	positive
LITCHI023544	PRJNA450886	primary_24h	1.26084190234978	0.0255452739233753	positive
LITCHI009544	PRJNA450886	primary_24h	0.837000991996857	0.0255541278484814	positive
LITCHI024750	PRJNA450886	primary_24h	0.711670407406959	0.0256333172130425	positive
LITCHI007459	PRJNA450886	primary_24h	-3.54063985662343	0.0257661872963564	negative
LITCHI018359	PRJNA450886	primary_24h	-0.623144648836577	0.0257661872963564	negative
LITCHI030932	PRJNA450886	primary_24h	0.865667667591828	0.0257661872963564	positive
LITCHI026528	PRJNA450886	primary_24h	-0.911342274572451	0.0258296559554155	negative
LITCHI009353	PRJNA450886	primary_24h	1.18400188430647	0.0258364831268364	positive
LITCHI021911	PRJNA450886	primary_24h	-5.10801487297733	0.0258364831268364	negative
LITCHI003963	PRJNA450886	primary_24h	2.37487177607613	0.0259996663642636	positive
LITCHI025051	PRJNA450886	primary_24h	-0.585120878408386	0.0259996663642636	negative
LITCHI001717	PRJNA450886	primary_24h	-0.876775178355038	0.0269212813408123	negative
LITCHI012705	PRJNA450886	primary_24h	-0.599575541169416	0.0274702644065291	negative
LITCHI000113	PRJNA450886	primary_24h	-1.77909132792151	0.0287320838940965	negative
LITCHI020383	PRJNA450886	primary_24h	-1.37584393524414	0.0287320838940965	negative
LITCHI019308	PRJNA450886	primary_24h	0.627297522628464	0.0288420730463444	positive
LITCHI029205	PRJNA450886	primary_24h	2.03435149393556	0.0288487481509573	positive
LITCHI012577	PRJNA450886	primary_24h	2.31218720377482	0.0290853563335957	positive
LITCHI014272	PRJNA450886	primary_24h	1.01300095484299	0.0291202608120414	positive
LITCHI021302	PRJNA450886	primary_24h	-0.748958308614822	0.0299833812564881	negative
LITCHI005733	PRJNA450886	primary_24h	-1.06071041054788	0.0306046493259513	negative
LITCHI017190	PRJNA450886	primary_24h	-0.641367927971535	0.0306613618221216	negative
LITCHI003760	PRJNA450886	primary_24h	-0.900990389550339	0.0307761224124421	negative
LITCHI000698	PRJNA450886	primary_24h	1.65984147303113	0.0307896014924683	positive
LITCHI018831	PRJNA450886	primary_24h	-1.42169265835698	0.0307896014924683	negative
LITCHI009008	PRJNA450886	primary_24h	1.86551446944116	0.0309572571841098	positive
LITCHI016365	PRJNA450886	primary_24h	-1.93454053905674	0.0309722435772432	negative
LITCHI018643	PRJNA450886	primary_24h	0.946176556918441	0.0314880032951706	positive
LITCHI011033	PRJNA450886	primary_24h	-0.802481448293387	0.0316409684714645	negative
LITCHI001720	PRJNA450886	primary_24h	-0.880823171388369	0.031700836881266	negative
LITCHI008251	PRJNA450886	primary_24h	1.86998982512967	0.031700836881266	positive
LITCHI020527	PRJNA450886	primary_24h	0.714789570826827	0.0318669702885994	positive
LITCHI024146	PRJNA450886	primary_24h	-1.43398972977914	0.0318669702885994	negative
LITCHI029641	PRJNA450886	primary_24h	1.03644924876438	0.0318669702885994	positive
LITCHI000487	PRJNA450886	primary_24h	-1.11559595802137	0.0328616963448389	negative
LITCHI005980	PRJNA450886	primary_24h	1.38527558908353	0.0328616963448389	positive
LITCHI025120	PRJNA450886	primary_24h	-2.83192438126704	0.0328616963448389	negative
LITCHI019061	PRJNA450886	primary_24h	-0.77516797559617	0.0333435686491345	negative
LITCHI021860	PRJNA450886	primary_24h	0.969823638632372	0.0335164004173971	positive
LITCHI027396	PRJNA450886	primary_24h	2.17016312772005	0.0336292922527016	positive
LITCHI019601	PRJNA450886	primary_24h	-1.08070411562234	0.0339890778391576	negative
LITCHI010116	PRJNA450886	primary_24h	0.653395896737271	0.0339982552998626	positive
LITCHI012315	PRJNA450886	primary_24h	-1.51598348384709	0.0341632471846174	negative
LITCHI028670	PRJNA450886	primary_24h	4.78127018676346	0.0342575046640634	positive
LITCHI026831	PRJNA450886	primary_24h	1.00560132524212	0.0344252151267999	positive
LITCHI023176	PRJNA450886	primary_24h	1.20255814816144	0.0348037960389755	positive
LITCHI012463	PRJNA450886	primary_24h	-0.618671378878331	0.034919619165195	negative
LITCHI012748	PRJNA450886	primary_24h	1.61578732947306	0.034919619165195	positive
LITCHI022826	PRJNA450886	primary_24h	0.593364411308375	0.0361911665089933	positive
LITCHI022101	PRJNA450886	primary_24h	0.800321751656786	0.036921364584217	positive
LITCHI004561	PRJNA450886	primary_24h	-1.29245062592105	0.0372574959692822	negative
LITCHI021972	PRJNA450886	primary_24h	-0.955967257351756	0.0374023321402179	negative
LITCHI005225	PRJNA450886	primary_24h	-0.826019324368764	0.0377775527611664	negative
LITCHI012145	PRJNA450886	primary_24h	-2.63262384930486	0.0380792464613343	negative
LITCHI025940	PRJNA450886	primary_24h	-0.766456124885318	0.038481032460636	negative
LITCHI015971	PRJNA450886	primary_24h	-0.626227006606361	0.0385790514351342	negative
LITCHI023140	PRJNA450886	primary_24h	3.1238311675169	0.0385790514351342	positive
LITCHI009537	PRJNA450886	primary_24h	-0.611873544072044	0.038742332581814	negative
LITCHI016360	PRJNA450886	primary_24h	-2.4348630602883	0.038742332581814	negative
LITCHI010569	PRJNA450886	primary_24h	1.50061215185496	0.0393624457426586	positive
LITCHI011273	PRJNA450886	primary_24h	0.654864716683607	0.0402400928885192	positive
LITCHI012749	PRJNA450886	primary_24h	2.02056394348486	0.040699852867893	positive
LITCHI018759	PRJNA450886	primary_24h	-1.48760012355315	0.040699852867893	negative
LITCHI007647	PRJNA450886	primary_24h	1.92735468605255	0.040735911663479	positive
LITCHI013484	PRJNA450886	primary_24h	-0.828597764434143	0.040735911663479	negative
LITCHI026126	PRJNA450886	primary_24h	-0.736109922003378	0.040735911663479	negative
LITCHI023057	PRJNA450886	primary_24h	0.661970636685315	0.040745455619142	positive
LITCHI021534	PRJNA450886	primary_24h	1.09158437247782	0.040904652013586	positive
LITCHI007954	PRJNA450886	primary_24h	2.12691191042002	0.0409860202722374	positive
LITCHI008313	PRJNA450886	primary_24h	-1.12378769368393	0.0414207699749043	negative
LITCHI003043	PRJNA450886	primary_24h	2.56241531065155	0.041663062514501	positive
LITCHI009237	PRJNA450886	primary_24h	0.652251087913605	0.041663062514501	positive
LITCHI005223	PRJNA450886	primary_24h	1.29482331568341	0.0421561045593359	positive
LITCHI003974	PRJNA450886	primary_24h	-1.30833503463476	0.0425756453047945	negative
LITCHI025328	PRJNA450886	primary_24h	-0.741525401682143	0.0428501095708061	negative
LITCHI029473	PRJNA450886	primary_24h	1.95139440345158	0.0430309166326914	positive
LITCHI016839	PRJNA450886	primary_24h	1.0874463874598	0.0436764734317973	positive
LITCHI003969	PRJNA450886	primary_24h	0.851998587238066	0.0438885062108016	positive
LITCHI017942	PRJNA450886	primary_24h	1.28692243019487	0.0438885062108016	positive
LITCHI030820	PRJNA450886	primary_24h	0.645631973273974	0.0438885062108016	positive
LITCHI023310	PRJNA450886	primary_24h	1.69744992475709	0.0444339864677029	positive
LITCHI011445	PRJNA450886	primary_24h	1.30905760989756	0.0447183760114199	positive
LITCHI009348	PRJNA450886	primary_24h	2.16631728869223	0.0447879931404239	positive
LITCHI003396	PRJNA450886	primary_24h	-3.70059807139943	0.0448403021293018	negative
LITCHI014085	PRJNA450886	primary_24h	-4.70471680576557	0.0448403021293018	negative
LITCHI001564	PRJNA450886	primary_24h	1.92312396800329	0.044944717976943	positive
LITCHI021696	PRJNA450886	primary_24h	1.24616531141325	0.0452867235742242	positive
LITCHI023264	PRJNA450886	primary_24h	0.807840433561074	0.0452867235742242	positive
LITCHI001700	PRJNA450886	primary_24h	-2.00476113452423	0.0456982790604454	negative
LITCHI000477	PRJNA450886	primary_24h	-0.997320174480959	0.0457856033969229	negative
LITCHI025577	PRJNA450886	primary_24h	-2.67792426876545	0.0465959951656248	negative
LITCHI028940	PRJNA450886	primary_24h	0.907012468246588	0.0465959951656248	positive
LITCHI022791	PRJNA450886	primary_24h	0.790207738647939	0.0466155231637922	positive
LITCHI016216	PRJNA450886	primary_24h	-2.59213202611603	0.0469130683744065	negative
LITCHI003607	PRJNA450886	primary_24h	0.601411273493601	0.047180180650858	positive
LITCHI012753	PRJNA450886	primary_24h	1.63220948298203	0.0472701155888528	positive
LITCHI018683	PRJNA450886	primary_24h	0.738374396715946	0.0478005597898244	positive
LITCHI019008	PRJNA450886	primary_24h	-0.852154851400842	0.0478005597898244	negative
LITCHI024307	PRJNA450886	primary_24h	-0.592502502854238	0.0478005597898244	negative
LITCHI025695	PRJNA450886	primary_24h	0.945907785331324	0.0478005597898244	positive
LITCHI029117	PRJNA450886	primary_24h	0.961496701526978	0.0478876793645991	positive
LITCHI022443	PRJNA450886	primary_24h	1.73540443668576	0.0478979146714226	positive
LITCHI025727	PRJNA450886	primary_24h	2.40696736411999	0.0479929420482029	positive
LITCHI009755	PRJNA450886	primary_24h	-0.838479223998436	0.0482186553256739	negative
LITCHI006889	PRJNA450886	primary_24h	0.930187690873717	0.0486314290809178	positive
LITCHI019504	PRJNA450886	primary_24h	0.629052101864757	0.0487929514722094	positive
LITCHI022002	PRJNA450886	primary_24h	1.09548860977744	0.0498382927962684	positive
LITCHI023029	PRJNA450886	primary_24h	-5.1758553049256	0.0499349861725113	negative
