Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47
GI_48hpi_2_R2	(30, 1040.0)	(32, 2110.0)	(34, 2447.0)	(36, 1826.0)	(38, 1710.0)	(40, 1827.0)	(42, 1416.0)	(44, 1262.0)	(46, 1154.0)	(48, 1301.0)	(50, 1202.0)	(52, 1258.0)	(54, 1376.0)	(56, 1226.0)	(58, 1322.0)	(60, 1513.0)	(62, 1534.0)	(64, 1437.0)	(66, 1474.0)	(68, 1565.0)	(70, 1442.0)	(72, 1626.0)	(74, 1385.0)	(76, 1481.0)	(78, 1781.0)	(80, 1560.0)	(82, 1438.0)	(84, 1509.0)	(86, 1434.0)	(88, 1403.0)	(90, 1341.0)	(92, 1311.0)	(94, 1320.0)	(96, 1357.0)	(98, 1309.0)	(100, 1291.0)	(102, 1184.0)	(104, 1161.0)	(106, 1188.0)	(108, 1272.0)	(110, 1165.0)	(112, 1127.0)	(114, 1022.0)	(116, 1238.0)	(118, 9871.0)	(120, 10149.0)	(122, 11371.0)	(124, 13578169.0)
GI_48hpi_3_R1	(30, 1304.0)	(32, 2784.0)	(34, 3070.0)	(36, 2308.0)	(38, 2156.0)	(40, 2309.0)	(42, 1859.0)	(44, 1716.0)	(46, 1418.0)	(48, 1682.0)	(50, 1557.0)	(52, 1616.0)	(54, 1678.0)	(56, 1522.0)	(58, 1570.0)	(60, 1875.0)	(62, 1771.0)	(64, 1761.0)	(66, 1708.0)	(68, 1769.0)	(70, 1685.0)	(72, 1922.0)	(74, 1657.0)	(76, 1679.0)	(78, 2094.0)	(80, 1753.0)	(82, 1704.0)	(84, 1727.0)	(86, 1696.0)	(88, 1727.0)	(90, 1569.0)	(92, 1544.0)	(94, 1584.0)	(96, 1571.0)	(98, 1438.0)	(100, 1574.0)	(102, 1308.0)	(104, 1371.0)	(106, 1373.0)	(108, 1316.0)	(110, 1292.0)	(112, 1291.0)	(114, 1199.0)	(116, 1359.0)	(118, 9600.0)	(120, 9921.0)	(122, 10765.0)	(124, 14303395.0)
GI_48hpi_3_R2	(30, 1304.0)	(32, 2784.0)	(34, 3070.0)	(36, 2308.0)	(38, 2156.0)	(40, 2309.0)	(42, 1859.0)	(44, 1716.0)	(46, 1418.0)	(48, 1682.0)	(50, 1557.0)	(52, 1616.0)	(54, 1678.0)	(56, 1522.0)	(58, 1570.0)	(60, 1875.0)	(62, 1771.0)	(64, 1761.0)	(66, 1708.0)	(68, 1769.0)	(70, 1685.0)	(72, 1922.0)	(74, 1657.0)	(76, 1679.0)	(78, 2094.0)	(80, 1753.0)	(82, 1704.0)	(84, 1727.0)	(86, 1696.0)	(88, 1727.0)	(90, 1569.0)	(92, 1544.0)	(94, 1584.0)	(96, 1571.0)	(98, 1438.0)	(100, 1574.0)	(102, 1308.0)	(104, 1371.0)	(106, 1373.0)	(108, 1316.0)	(110, 1292.0)	(112, 1291.0)	(114, 1199.0)	(116, 1359.0)	(118, 9600.0)	(120, 9921.0)	(122, 10765.0)	(124, 14303395.0)
GI_6hpi_1_R1	(30, 1087.0)	(32, 2177.0)	(34, 2577.0)	(36, 2001.0)	(38, 1748.0)	(40, 1806.0)	(42, 1477.0)	(44, 1311.0)	(46, 1213.0)	(48, 1316.0)	(50, 1259.0)	(52, 1338.0)	(54, 1296.0)	(56, 1308.0)	(58, 1361.0)	(60, 1553.0)	(62, 1676.0)	(64, 1714.0)	(66, 1536.0)	(68, 1670.0)	(70, 1485.0)	(72, 1672.0)	(74, 1447.0)	(76, 1518.0)	(78, 1769.0)	(80, 1610.0)	(82, 1561.0)	(84, 1580.0)	(86, 1534.0)	(88, 1620.0)	(90, 1540.0)	(92, 1428.0)	(94, 1508.0)	(96, 1465.0)	(98, 1387.0)	(100, 1527.0)	(102, 1291.0)	(104, 1406.0)	(106, 1329.0)	(108, 1393.0)	(110, 1356.0)	(112, 1296.0)	(114, 1199.0)	(116, 1415.0)	(118, 12769.0)	(120, 13565.0)	(122, 14994.0)	(124, 15970339.0)
GI_6hpi_1_R2	(30, 1087.0)	(32, 2177.0)	(34, 2577.0)	(36, 2001.0)	(38, 1748.0)	(40, 1806.0)	(42, 1477.0)	(44, 1311.0)	(46, 1213.0)	(48, 1316.0)	(50, 1259.0)	(52, 1338.0)	(54, 1296.0)	(56, 1308.0)	(58, 1361.0)	(60, 1553.0)	(62, 1676.0)	(64, 1714.0)	(66, 1536.0)	(68, 1670.0)	(70, 1485.0)	(72, 1672.0)	(74, 1447.0)	(76, 1518.0)	(78, 1769.0)	(80, 1610.0)	(82, 1561.0)	(84, 1580.0)	(86, 1534.0)	(88, 1620.0)	(90, 1540.0)	(92, 1428.0)	(94, 1508.0)	(96, 1465.0)	(98, 1387.0)	(100, 1527.0)	(102, 1291.0)	(104, 1406.0)	(106, 1329.0)	(108, 1393.0)	(110, 1356.0)	(112, 1296.0)	(114, 1199.0)	(116, 1415.0)	(118, 12769.0)	(120, 13565.0)	(122, 14994.0)	(124, 15970339.0)
GI_6hpi_2_R1	(30, 1027.0)	(32, 1860.0)	(34, 2268.0)	(36, 1692.0)	(38, 1606.0)	(40, 1817.0)	(42, 1383.0)	(44, 1229.0)	(46, 1048.0)	(48, 1268.0)	(50, 1130.0)	(52, 1146.0)	(54, 1199.0)	(56, 1102.0)	(58, 1218.0)	(60, 1409.0)	(62, 1404.0)	(64, 1408.0)	(66, 1434.0)	(68, 1421.0)	(70, 1236.0)	(72, 1548.0)	(74, 1349.0)	(76, 1438.0)	(78, 1653.0)	(80, 1473.0)	(82, 1491.0)	(84, 1465.0)	(86, 1494.0)	(88, 1417.0)	(90, 1322.0)	(92, 1376.0)	(94, 1377.0)	(96, 1366.0)	(98, 1316.0)	(100, 1398.0)	(102, 1201.0)	(104, 1248.0)	(106, 1261.0)	(108, 1264.0)	(110, 1216.0)	(112, 1217.0)	(114, 1164.0)	(116, 1330.0)	(118, 9824.0)	(120, 10624.0)	(122, 11462.0)	(124, 14473202.0)
GI_6hpi_2_R2	(30, 1027.0)	(32, 1860.0)	(34, 2268.0)	(36, 1692.0)	(38, 1606.0)	(40, 1817.0)	(42, 1383.0)	(44, 1229.0)	(46, 1048.0)	(48, 1268.0)	(50, 1130.0)	(52, 1146.0)	(54, 1199.0)	(56, 1102.0)	(58, 1218.0)	(60, 1409.0)	(62, 1404.0)	(64, 1408.0)	(66, 1434.0)	(68, 1421.0)	(70, 1236.0)	(72, 1548.0)	(74, 1349.0)	(76, 1438.0)	(78, 1653.0)	(80, 1473.0)	(82, 1491.0)	(84, 1465.0)	(86, 1494.0)	(88, 1417.0)	(90, 1322.0)	(92, 1376.0)	(94, 1377.0)	(96, 1366.0)	(98, 1316.0)	(100, 1398.0)	(102, 1201.0)	(104, 1248.0)	(106, 1261.0)	(108, 1264.0)	(110, 1216.0)	(112, 1217.0)	(114, 1164.0)	(116, 1330.0)	(118, 9824.0)	(120, 10624.0)	(122, 11462.0)	(124, 14473202.0)
GI_6hpi_3_R1	(30, 1164.0)	(32, 2262.0)	(34, 2726.0)	(36, 2016.0)	(38, 1904.0)	(40, 2003.0)	(42, 1660.0)	(44, 1557.0)	(46, 1282.0)	(48, 1516.0)	(50, 1437.0)	(52, 1462.0)	(54, 1459.0)	(56, 1479.0)	(58, 1534.0)	(60, 1719.0)	(62, 1823.0)	(64, 1878.0)	(66, 1718.0)	(68, 1808.0)	(70, 1666.0)	(72, 1967.0)	(74, 1695.0)	(76, 1721.0)	(78, 2025.0)	(80, 1843.0)	(82, 1840.0)	(84, 1844.0)	(86, 1786.0)	(88, 1836.0)	(90, 1721.0)	(92, 1536.0)	(94, 1757.0)	(96, 1659.0)	(98, 1582.0)	(100, 1675.0)	(102, 1526.0)	(104, 1552.0)	(106, 1523.0)	(108, 1473.0)	(110, 1519.0)	(112, 1394.0)	(114, 1382.0)	(116, 1548.0)	(118, 12358.0)	(120, 13052.0)	(122, 14386.0)	(124, 16488069.0)
GI_6hpi_3_R2	(30, 1164.0)	(32, 2262.0)	(34, 2726.0)	(36, 2016.0)	(38, 1904.0)	(40, 2003.0)	(42, 1660.0)	(44, 1557.0)	(46, 1282.0)	(48, 1516.0)	(50, 1437.0)	(52, 1462.0)	(54, 1459.0)	(56, 1479.0)	(58, 1534.0)	(60, 1719.0)	(62, 1823.0)	(64, 1878.0)	(66, 1718.0)	(68, 1808.0)	(70, 1666.0)	(72, 1967.0)	(74, 1695.0)	(76, 1721.0)	(78, 2025.0)	(80, 1843.0)	(82, 1840.0)	(84, 1844.0)	(86, 1786.0)	(88, 1836.0)	(90, 1721.0)	(92, 1536.0)	(94, 1757.0)	(96, 1659.0)	(98, 1582.0)	(100, 1675.0)	(102, 1526.0)	(104, 1552.0)	(106, 1523.0)	(108, 1473.0)	(110, 1519.0)	(112, 1394.0)	(114, 1382.0)	(116, 1548.0)	(118, 12358.0)	(120, 13052.0)	(122, 14386.0)	(124, 16488069.0)
HC_24hpi_1_R1	(30, 1381.0)	(32, 2576.0)	(34, 3005.0)	(36, 2346.0)	(38, 2242.0)	(40, 2320.0)	(42, 1906.0)	(44, 1716.0)	(46, 1429.0)	(48, 1692.0)	(50, 1428.0)	(52, 1555.0)	(54, 1651.0)	(56, 1464.0)	(58, 1675.0)	(60, 1863.0)	(62, 1800.0)	(64, 1830.0)	(66, 1728.0)	(68, 1778.0)	(70, 1741.0)	(72, 1947.0)	(74, 1581.0)	(76, 1797.0)	(78, 2053.0)	(80, 1758.0)	(82, 1843.0)	(84, 1775.0)	(86, 1729.0)	(88, 1668.0)	(90, 1613.0)	(92, 1537.0)	(94, 1621.0)	(96, 1594.0)	(98, 1508.0)	(100, 1685.0)	(102, 1413.0)	(104, 1485.0)	(106, 1420.0)	(108, 1449.0)	(110, 1458.0)	(112, 1536.0)	(114, 1417.0)	(116, 1548.0)	(118, 9541.0)	(120, 10149.0)	(122, 11219.0)	(124, 14253480.0)
HC_24hpi_1_R2	(30, 1381.0)	(32, 2576.0)	(34, 3005.0)	(36, 2346.0)	(38, 2242.0)	(40, 2320.0)	(42, 1906.0)	(44, 1716.0)	(46, 1429.0)	(48, 1692.0)	(50, 1428.0)	(52, 1555.0)	(54, 1651.0)	(56, 1464.0)	(58, 1675.0)	(60, 1863.0)	(62, 1800.0)	(64, 1830.0)	(66, 1728.0)	(68, 1778.0)	(70, 1741.0)	(72, 1947.0)	(74, 1581.0)	(76, 1797.0)	(78, 2053.0)	(80, 1758.0)	(82, 1843.0)	(84, 1775.0)	(86, 1729.0)	(88, 1668.0)	(90, 1613.0)	(92, 1537.0)	(94, 1621.0)	(96, 1594.0)	(98, 1508.0)	(100, 1685.0)	(102, 1413.0)	(104, 1485.0)	(106, 1420.0)	(108, 1449.0)	(110, 1458.0)	(112, 1536.0)	(114, 1417.0)	(116, 1548.0)	(118, 9541.0)	(120, 10149.0)	(122, 11219.0)	(124, 14253480.0)
HC_24hpi_2_R1	(30, 1272.0)	(32, 2533.0)	(34, 2933.0)	(36, 2257.0)	(38, 2283.0)	(40, 2307.0)	(42, 1853.0)	(44, 1643.0)	(46, 1412.0)	(48, 1648.0)	(50, 1402.0)	(52, 1451.0)	(54, 1545.0)	(56, 1515.0)	(58, 1453.0)	(60, 1822.0)	(62, 1754.0)	(64, 1838.0)	(66, 1690.0)	(68, 1783.0)	(70, 1698.0)	(72, 1878.0)	(74, 1675.0)	(76, 1756.0)	(78, 1992.0)	(80, 1769.0)	(82, 1753.0)	(84, 1771.0)	(86, 1684.0)	(88, 1825.0)	(90, 1647.0)	(92, 1569.0)	(94, 1712.0)	(96, 1577.0)	(98, 1553.0)	(100, 1654.0)	(102, 1502.0)	(104, 1396.0)	(106, 1453.0)	(108, 1483.0)	(110, 1503.0)	(112, 1540.0)	(114, 1396.0)	(116, 1575.0)	(118, 9098.0)	(120, 9493.0)	(122, 10757.0)	(124, 13870798.0)
HC_24hpi_2_R2	(30, 1272.0)	(32, 2533.0)	(34, 2933.0)	(36, 2257.0)	(38, 2283.0)	(40, 2307.0)	(42, 1853.0)	(44, 1643.0)	(46, 1412.0)	(48, 1648.0)	(50, 1402.0)	(52, 1451.0)	(54, 1545.0)	(56, 1515.0)	(58, 1453.0)	(60, 1822.0)	(62, 1754.0)	(64, 1838.0)	(66, 1690.0)	(68, 1783.0)	(70, 1698.0)	(72, 1878.0)	(74, 1675.0)	(76, 1756.0)	(78, 1992.0)	(80, 1769.0)	(82, 1753.0)	(84, 1771.0)	(86, 1684.0)	(88, 1825.0)	(90, 1647.0)	(92, 1569.0)	(94, 1712.0)	(96, 1577.0)	(98, 1553.0)	(100, 1654.0)	(102, 1502.0)	(104, 1396.0)	(106, 1453.0)	(108, 1483.0)	(110, 1503.0)	(112, 1540.0)	(114, 1396.0)	(116, 1575.0)	(118, 9098.0)	(120, 9493.0)	(122, 10757.0)	(124, 13870798.0)
HC_24hpi_3_R1	(30, 1001.0)	(32, 1995.0)	(34, 2190.0)	(36, 1853.0)	(38, 1798.0)	(40, 1789.0)	(42, 1492.0)	(44, 1489.0)	(46, 1186.0)	(48, 1275.0)	(50, 1225.0)	(52, 1181.0)	(54, 1321.0)	(56, 1193.0)	(58, 1278.0)	(60, 1407.0)	(62, 1381.0)	(64, 1523.0)	(66, 1489.0)	(68, 1518.0)	(70, 1370.0)	(72, 1534.0)	(74, 1368.0)	(76, 1317.0)	(78, 1599.0)	(80, 1445.0)	(82, 1460.0)	(84, 1450.0)	(86, 1439.0)	(88, 1430.0)	(90, 1432.0)	(92, 1314.0)	(94, 1386.0)	(96, 1368.0)	(98, 1354.0)	(100, 1467.0)	(102, 1244.0)	(104, 1333.0)	(106, 1334.0)	(108, 1293.0)	(110, 1273.0)	(112, 1293.0)	(114, 1207.0)	(116, 1346.0)	(118, 10325.0)	(120, 10968.0)	(122, 11895.0)	(124, 12594161.0)
HC_24hpi_3_R2	(30, 1001.0)	(32, 1995.0)	(34, 2190.0)	(36, 1853.0)	(38, 1798.0)	(40, 1789.0)	(42, 1492.0)	(44, 1489.0)	(46, 1186.0)	(48, 1275.0)	(50, 1225.0)	(52, 1181.0)	(54, 1321.0)	(56, 1193.0)	(58, 1278.0)	(60, 1407.0)	(62, 1381.0)	(64, 1523.0)	(66, 1489.0)	(68, 1518.0)	(70, 1370.0)	(72, 1534.0)	(74, 1368.0)	(76, 1317.0)	(78, 1599.0)	(80, 1445.0)	(82, 1460.0)	(84, 1450.0)	(86, 1439.0)	(88, 1430.0)	(90, 1432.0)	(92, 1314.0)	(94, 1386.0)	(96, 1368.0)	(98, 1354.0)	(100, 1467.0)	(102, 1244.0)	(104, 1333.0)	(106, 1334.0)	(108, 1293.0)	(110, 1273.0)	(112, 1293.0)	(114, 1207.0)	(116, 1346.0)	(118, 10325.0)	(120, 10968.0)	(122, 11895.0)	(124, 12594161.0)
HC_48hpi_1_R1	(30, 1109.0)	(32, 2217.0)	(34, 2564.0)	(36, 2049.0)	(38, 1918.0)	(40, 2064.0)	(42, 1653.0)	(44, 1656.0)	(46, 1284.0)	(48, 1377.0)	(50, 1260.0)	(52, 1328.0)	(54, 1261.0)	(56, 1169.0)	(58, 1219.0)	(60, 1425.0)	(62, 1343.0)	(64, 1364.0)	(66, 1352.0)	(68, 1337.0)	(70, 1253.0)	(72, 1303.0)	(74, 1162.0)	(76, 1238.0)	(78, 1379.0)	(80, 1120.0)	(82, 1232.0)	(84, 1186.0)	(86, 1151.0)	(88, 1168.0)	(90, 1101.0)	(92, 1019.0)	(94, 1070.0)	(96, 1002.0)	(98, 978.0)	(100, 996.0)	(102, 1001.0)	(104, 940.0)	(106, 941.0)	(108, 1000.0)	(110, 978.0)	(112, 1022.0)	(114, 894.0)	(116, 1218.0)	(118, 13745.0)	(120, 14803.0)	(122, 16540.0)	(124, 15015385.0)
HC_48hpi_1_R2	(30, 1109.0)	(32, 2217.0)	(34, 2564.0)	(36, 2049.0)	(38, 1918.0)	(40, 2064.0)	(42, 1653.0)	(44, 1656.0)	(46, 1284.0)	(48, 1377.0)	(50, 1260.0)	(52, 1328.0)	(54, 1261.0)	(56, 1169.0)	(58, 1219.0)	(60, 1425.0)	(62, 1343.0)	(64, 1364.0)	(66, 1352.0)	(68, 1337.0)	(70, 1253.0)	(72, 1303.0)	(74, 1162.0)	(76, 1238.0)	(78, 1379.0)	(80, 1120.0)	(82, 1232.0)	(84, 1186.0)	(86, 1151.0)	(88, 1168.0)	(90, 1101.0)	(92, 1019.0)	(94, 1070.0)	(96, 1002.0)	(98, 978.0)	(100, 996.0)	(102, 1001.0)	(104, 940.0)	(106, 941.0)	(108, 1000.0)	(110, 978.0)	(112, 1022.0)	(114, 894.0)	(116, 1218.0)	(118, 13745.0)	(120, 14803.0)	(122, 16540.0)	(124, 15015385.0)
HC_48hpi_2_R1	(30, 959.0)	(32, 1948.0)	(34, 2237.0)	(36, 1911.0)	(38, 1636.0)	(40, 1771.0)	(42, 1472.0)	(44, 1416.0)	(46, 1129.0)	(48, 1315.0)	(50, 1179.0)	(52, 1162.0)	(54, 1207.0)	(56, 1068.0)	(58, 1167.0)	(60, 1272.0)	(62, 1168.0)	(64, 1210.0)	(66, 1242.0)	(68, 1232.0)	(70, 1170.0)	(72, 1161.0)	(74, 1074.0)	(76, 1066.0)	(78, 1290.0)	(80, 1064.0)	(82, 1048.0)	(84, 1050.0)	(86, 1012.0)	(88, 996.0)	(90, 924.0)	(92, 923.0)	(94, 866.0)	(96, 903.0)	(98, 897.0)	(100, 917.0)	(102, 784.0)	(104, 779.0)	(106, 815.0)	(108, 869.0)	(110, 868.0)	(112, 891.0)	(114, 806.0)	(116, 1092.0)	(118, 13703.0)	(120, 14632.0)	(122, 15884.0)	(124, 14384602.0)
HC_48hpi_2_R2	(30, 959.0)	(32, 1948.0)	(34, 2237.0)	(36, 1911.0)	(38, 1636.0)	(40, 1771.0)	(42, 1472.0)	(44, 1416.0)	(46, 1129.0)	(48, 1315.0)	(50, 1179.0)	(52, 1162.0)	(54, 1207.0)	(56, 1068.0)	(58, 1167.0)	(60, 1272.0)	(62, 1168.0)	(64, 1210.0)	(66, 1242.0)	(68, 1232.0)	(70, 1170.0)	(72, 1161.0)	(74, 1074.0)	(76, 1066.0)	(78, 1290.0)	(80, 1064.0)	(82, 1048.0)	(84, 1050.0)	(86, 1012.0)	(88, 996.0)	(90, 924.0)	(92, 923.0)	(94, 866.0)	(96, 903.0)	(98, 897.0)	(100, 917.0)	(102, 784.0)	(104, 779.0)	(106, 815.0)	(108, 869.0)	(110, 868.0)	(112, 891.0)	(114, 806.0)	(116, 1092.0)	(118, 13703.0)	(120, 14632.0)	(122, 15884.0)	(124, 14384602.0)
HC_48hpi_3_R1	(30, 1027.0)	(32, 1873.0)	(34, 2226.0)	(36, 1809.0)	(38, 1706.0)	(40, 1770.0)	(42, 1442.0)	(44, 1418.0)	(46, 1143.0)	(48, 1202.0)	(50, 1182.0)	(52, 1119.0)	(54, 1219.0)	(56, 1082.0)	(58, 1153.0)	(60, 1311.0)	(62, 1290.0)	(64, 1219.0)	(66, 1247.0)	(68, 1250.0)	(70, 1179.0)	(72, 1281.0)	(74, 1084.0)	(76, 1174.0)	(78, 1302.0)	(80, 1123.0)	(82, 1125.0)	(84, 1163.0)	(86, 1105.0)	(88, 1061.0)	(90, 1018.0)	(92, 1063.0)	(94, 1100.0)	(96, 973.0)	(98, 974.0)	(100, 959.0)	(102, 903.0)	(104, 864.0)	(106, 856.0)	(108, 891.0)	(110, 894.0)	(112, 916.0)	(114, 921.0)	(116, 921.0)	(118, 10297.0)	(120, 11233.0)	(122, 12532.0)	(124, 12923654.0)
HC_48hpi_3_R2	(30, 1027.0)	(32, 1873.0)	(34, 2226.0)	(36, 1809.0)	(38, 1706.0)	(40, 1770.0)	(42, 1442.0)	(44, 1418.0)	(46, 1143.0)	(48, 1202.0)	(50, 1182.0)	(52, 1119.0)	(54, 1219.0)	(56, 1082.0)	(58, 1153.0)	(60, 1311.0)	(62, 1290.0)	(64, 1219.0)	(66, 1247.0)	(68, 1250.0)	(70, 1179.0)	(72, 1281.0)	(74, 1084.0)	(76, 1174.0)	(78, 1302.0)	(80, 1123.0)	(82, 1125.0)	(84, 1163.0)	(86, 1105.0)	(88, 1061.0)	(90, 1018.0)	(92, 1063.0)	(94, 1100.0)	(96, 973.0)	(98, 974.0)	(100, 959.0)	(102, 903.0)	(104, 864.0)	(106, 856.0)	(108, 891.0)	(110, 894.0)	(112, 916.0)	(114, 921.0)	(116, 921.0)	(118, 10297.0)	(120, 11233.0)	(122, 12532.0)	(124, 12923654.0)
HC_6hpi_1_R1	(30, 776.0)	(32, 1309.0)	(34, 1643.0)	(36, 1279.0)	(38, 1204.0)	(40, 1184.0)	(42, 1057.0)	(44, 1011.0)	(46, 848.0)	(48, 1013.0)	(50, 942.0)	(52, 971.0)	(54, 1114.0)	(56, 1131.0)	(58, 1132.0)	(60, 1288.0)	(62, 1272.0)	(64, 1441.0)	(66, 1366.0)	(68, 1183.0)	(70, 1344.0)	(72, 1455.0)	(74, 1332.0)	(76, 1313.0)	(78, 1501.0)	(80, 1441.0)	(82, 1407.0)	(84, 1427.0)	(86, 1381.0)	(88, 1426.0)	(90, 1335.0)	(92, 1244.0)	(94, 1346.0)	(96, 1311.0)	(98, 1252.0)	(100, 1079.0)	(102, 1079.0)	(104, 1227.0)	(106, 1060.0)	(108, 1068.0)	(110, 1103.0)	(112, 1184.0)	(114, 1053.0)	(116, 1194.0)	(118, 10525.0)	(120, 9725.0)	(122, 10680.0)	(124, 14197279.0)
HC_6hpi_1_R2	(30, 776.0)	(32, 1309.0)	(34, 1643.0)	(36, 1279.0)	(38, 1204.0)	(40, 1184.0)	(42, 1057.0)	(44, 1011.0)	(46, 848.0)	(48, 1013.0)	(50, 942.0)	(52, 971.0)	(54, 1114.0)	(56, 1131.0)	(58, 1132.0)	(60, 1288.0)	(62, 1272.0)	(64, 1441.0)	(66, 1366.0)	(68, 1183.0)	(70, 1344.0)	(72, 1455.0)	(74, 1332.0)	(76, 1313.0)	(78, 1501.0)	(80, 1441.0)	(82, 1407.0)	(84, 1427.0)	(86, 1381.0)	(88, 1426.0)	(90, 1335.0)	(92, 1244.0)	(94, 1346.0)	(96, 1311.0)	(98, 1252.0)	(100, 1079.0)	(102, 1079.0)	(104, 1227.0)	(106, 1060.0)	(108, 1068.0)	(110, 1103.0)	(112, 1184.0)	(114, 1053.0)	(116, 1194.0)	(118, 10525.0)	(120, 9725.0)	(122, 10680.0)	(124, 14197279.0)
HC_6hpi_2_R1	(30, 676.0)	(32, 1145.0)	(34, 1451.0)	(36, 1141.0)	(38, 1076.0)	(40, 1006.0)	(42, 979.0)	(44, 907.0)	(46, 696.0)	(48, 841.0)	(50, 849.0)	(52, 928.0)	(54, 1010.0)	(56, 925.0)	(58, 1050.0)	(60, 1133.0)	(62, 1110.0)	(64, 1215.0)	(66, 1268.0)	(68, 1081.0)	(70, 1117.0)	(72, 1290.0)	(74, 1144.0)	(76, 1189.0)	(78, 1325.0)	(80, 1195.0)	(82, 1272.0)	(84, 1251.0)	(86, 1131.0)	(88, 1241.0)	(90, 1209.0)	(92, 1106.0)	(94, 1115.0)	(96, 1052.0)	(98, 1034.0)	(100, 988.0)	(102, 953.0)	(104, 941.0)	(106, 914.0)	(108, 973.0)	(110, 1007.0)	(112, 957.0)	(114, 912.0)	(116, 1254.0)	(118, 14571.0)	(120, 12674.0)	(122, 14359.0)	(124, 14189190.0)
HC_6hpi_2_R2	(30, 676.0)	(32, 1145.0)	(34, 1451.0)	(36, 1141.0)	(38, 1076.0)	(40, 1006.0)	(42, 979.0)	(44, 907.0)	(46, 696.0)	(48, 841.0)	(50, 849.0)	(52, 928.0)	(54, 1010.0)	(56, 925.0)	(58, 1050.0)	(60, 1133.0)	(62, 1110.0)	(64, 1215.0)	(66, 1268.0)	(68, 1081.0)	(70, 1117.0)	(72, 1290.0)	(74, 1144.0)	(76, 1189.0)	(78, 1325.0)	(80, 1195.0)	(82, 1272.0)	(84, 1251.0)	(86, 1131.0)	(88, 1241.0)	(90, 1209.0)	(92, 1106.0)	(94, 1115.0)	(96, 1052.0)	(98, 1034.0)	(100, 988.0)	(102, 953.0)	(104, 941.0)	(106, 914.0)	(108, 973.0)	(110, 1007.0)	(112, 957.0)	(114, 912.0)	(116, 1254.0)	(118, 14571.0)	(120, 12674.0)	(122, 14359.0)	(124, 14189190.0)
HC_6hpi_3_R1	(30, 765.0)	(32, 1250.0)	(34, 1514.0)	(36, 1143.0)	(38, 1096.0)	(40, 1049.0)	(42, 950.0)	(44, 924.0)	(46, 714.0)	(48, 891.0)	(50, 833.0)	(52, 898.0)	(54, 1103.0)	(56, 958.0)	(58, 1087.0)	(60, 1245.0)	(62, 1119.0)	(64, 1321.0)	(66, 1227.0)	(68, 1120.0)	(70, 1134.0)	(72, 1298.0)	(74, 1187.0)	(76, 1194.0)	(78, 1408.0)	(80, 1256.0)	(82, 1250.0)	(84, 1258.0)	(86, 1182.0)	(88, 1180.0)	(90, 1195.0)	(92, 1121.0)	(94, 1131.0)	(96, 1137.0)	(98, 1145.0)	(100, 1030.0)	(102, 976.0)	(104, 1110.0)	(106, 955.0)	(108, 911.0)	(110, 1016.0)	(112, 983.0)	(114, 956.0)	(116, 1249.0)	(118, 17239.0)	(120, 12885.0)	(122, 14770.0)	(124, 13999195.0)
HC_6hpi_3_R2	(30, 765.0)	(32, 1250.0)	(34, 1514.0)	(36, 1143.0)	(38, 1096.0)	(40, 1049.0)	(42, 950.0)	(44, 924.0)	(46, 714.0)	(48, 891.0)	(50, 833.0)	(52, 898.0)	(54, 1103.0)	(56, 958.0)	(58, 1087.0)	(60, 1245.0)	(62, 1119.0)	(64, 1321.0)	(66, 1227.0)	(68, 1120.0)	(70, 1134.0)	(72, 1298.0)	(74, 1187.0)	(76, 1194.0)	(78, 1408.0)	(80, 1256.0)	(82, 1250.0)	(84, 1258.0)	(86, 1182.0)	(88, 1180.0)	(90, 1195.0)	(92, 1121.0)	(94, 1131.0)	(96, 1137.0)	(98, 1145.0)	(100, 1030.0)	(102, 976.0)	(104, 1110.0)	(106, 955.0)	(108, 911.0)	(110, 1016.0)	(112, 983.0)	(114, 956.0)	(116, 1249.0)	(118, 17239.0)	(120, 12885.0)	(122, 14770.0)	(124, 13999195.0)
HI_24hpi_1_R1	(30, 1149.0)	(32, 2149.0)	(34, 2706.0)	(36, 2092.0)	(38, 1904.0)	(40, 1941.0)	(42, 1553.0)	(44, 1526.0)	(46, 1137.0)	(48, 1428.0)	(50, 1235.0)	(52, 1337.0)	(54, 1364.0)	(56, 1303.0)	(58, 1298.0)	(60, 1465.0)	(62, 1497.0)	(64, 1530.0)	(66, 1455.0)	(68, 1528.0)	(70, 1443.0)	(72, 1622.0)	(74, 1368.0)	(76, 1476.0)	(78, 1728.0)	(80, 1448.0)	(82, 1579.0)	(84, 1539.0)	(86, 1423.0)	(88, 1399.0)	(90, 1324.0)	(92, 1282.0)	(94, 1439.0)	(96, 1301.0)	(98, 1334.0)	(100, 1362.0)	(102, 1303.0)	(104, 1351.0)	(106, 1265.0)	(108, 1176.0)	(110, 1229.0)	(112, 1239.0)	(114, 1207.0)	(116, 1368.0)	(118, 9983.0)	(120, 10629.0)	(122, 11528.0)	(124, 14042175.0)
