window_bp	replicate	matrix_id	motif_name	ame_p	ame_q	ame_odds_ratio	candidate_hits	candidate_total	background_hits	background_total	ame_replicate_pass
1000	44	MA2073.1	PK16340.1	2.66e-2	1.0	3.4201680672268906	203	206	195	206	False
1000	44	MA1266.2	RAP2-11	8.60e-2	1.0	2.404580152671756	10	206	4	206	False
1000	44	MA1360.3	bHLH74	4.57e-2	1.0	1.865203761755486	25	206	14	206	False
1000	44	MA1241.2	ERF043	1.67e-1	1.0	1.3511264245958123	35	206	27	206	False
1000	44	MA2068.1	PK10344.1	1.30e-1	1.0	2.1645569620253164	9	206	4	206	False
1000	44	MA1738.1	ATMYB31	3.42e-2	1.0	1.5521948923149347	60	206	43	206	False
1000	44	MA2371.1	MYB31	3.42e-2	1.0	1.5521948923149347	60	206	43	206	False
1000	44	MA2615.1	ereb109	5.00e-1	1.0	3.0145985401459856	1	206	0	206	False
1000	44	MA1018.2	GATA9	3.67e-2	1.0	1.5753745928338763	169	206	153	206	False
1000	44	MA0021.1	Dof3	2.88e-2	1.0	1.5241379310344827	76	206	57	206	False
1000	44	MA2081.1	PK20317.1	2.88e-2	1.0	2.7596221959858322	201	206	192	206	False
1000	44	MA0998.2	ERF096	3.05e-2	1.0	11.272952853598015	5	206	0	206	False
1000	44	MA1427.3	NAC028	2.90e-2	1.0	1.4878479893946088	97	206	77	206	False
1000	44	MA1199.1	AGL16	4.93e-2	1.0	1.5154596389292385	54	206	39	206	False
1000	44	MA1053.1	ERF109	6.78e-2	1.0	1.3711236238339357	97	206	81	206	False
1000	44	MA2653.1	GLYMA-03G042700	3.05e-2	1.0	11.272952853598015	5	206	0	206	False
1000	44	MA2351.1	OsEIL3	3.05e-2	1.0	11.272952853598015	5	206	0	206	False
1000	44	MA1263.2	ERF055	7.93e-2	1.0	1.6268453327276857	28	206	18	206	False
1000	44	MA2046.2	NAC035	3.10e-2	1.0	3.9346835443037973	9	206	2	206	False
1000	44	MA2380.1	DOF4.7	3.05e-2	1.0	11.272952853598015	5	206	0	206	False
1000	44	MA0563.2	SEP3	3.05e-2	1.0	11.272952853598015	5	206	0	206	False
1000	44	MA1330.2	ZHD6	3.10e-2	1.0	3.9346835443037973	9	206	2	206	False
1000	44	MA1045.2	NAC043	3.19e-2	1.0	1.6277185501066098	173	206	157	206	False
1000	44	MA1222.1	ERF014	1.26e-1	1.0	1.3325179803585119	56	206	45	206	False
1000	44	MA2355.1	PK06791.1	3.14e-2	1.0	1.5811965811965811	166	206	149	206	False
1000	44	MA0574.1	MYB15	3.01e-1	1.0	1.269071411162564	20	206	16	206	False
1000	44	MA1243.2	DREB2E	1.26e-1	1.0	1.8558139534883722	13	206	7	206	False
1000	44	MA0568.2	MYC3	3.42e-2	1.0	1.4747849705749208	136	206	117	206	False
1000	44	MA1321.2	SPL13A	4.99e-2	1.0	1.4315276372666237	141	206	124	206	False
1000	44	MA2017.2	JUB1	4.36e-2	1.0	3.1068702290076335	10	206	3	206	False
1000	44	MA2358.1	PK22320.1	3.33e-2	1.0	1.5613559322033899	164	206	147	206	False
1000	44	MA2057.1	PK01630.1	3.54e-2	1.0	2.4966860815424785	15	206	6	206	False
1000	44	MA1677.2	NAC078	3.32e-2	1.0	2.2919332189109065	18	206	8	206	False
1000	44	MA1424.2	ERF019	1.16e-1	1.0	1.7282321899736148	17	206	10	206	False
1000	44	MA1036.1	MYB111	3.38e-2	1.0	1.4775521355067844	88	206	69	206	False
1000	44	MA1008.2	PHYPADRAFT_182268	2.03e-1	1.0	1.3054545454545454	34	206	27	206	False
1000	44	MA2386.1	estExt_gwp_gw1.C_550163	2.03e-1	1.0	1.3054545454545454	34	206	27	206	False
1000	44	MA2733.1	Sl-ERF_F_4	3.05e-1	1.0	1.2550635348479013	21	206	17	206	False
1000	44	MA2079.1	PK19717.1	4.64e-2	1.0	1.4202453122797123	120	206	102	206	False
1000	44	MA1821.2	Zm00001d020595	7.51e-1	1.0	1.0	1	206	1	206	False
1000	44	MA2037.2	NAC096	3.38e-2	1.0	5.150375939849624	205	206	199	206	False
1000	44	MA0556.2	AP3	3.67e-2	1.0	1.5753745928338763	53	206	37	206	False
1000	44	MA2723.1	Solyc06g060230	3.61e-2	1.0	1.4592614216902642	129	206	110	206	False
1000	44	MA0566.2	MYC2	3.83e-2	1.0	1.756589583186898	33	206	20	206	False
1000	44	MA2712.1	eil1	1.43e-1	1.0	1.3207686049664897	51	206	41	206	False
1000	44	MA2421.1	SBP8	3.67e-2	1.0	1.5753745928338763	53	206	37	206	False
1000	44	MA1206.2	ARF2	3.54e-2	1.0	2.4966860815424785	200	206	191	206	False
1000	44	MA0940.1	AP1	3.54e-2	1.0	2.4966860815424785	200	206	191	206	False
1000	44	MA2088.1	PK24580.1	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
1000	44	MA2349.1	OsCCA1	3.56e-2	1.0	2.892030848329049	12	206	4	206	False
1000	44	MA1333.2	BEH3	2.56e-1	1.0	1.4504283965728275	13	206	9	206	False
1000	44	MA2048.2	NAC045	3.62e-2	1.0	1.4927756653992394	149	206	131	206	False
1000	44	MA1276.2	DOF3.5	3.71e-2	1.0	1.4518741921585523	101	206	82	206	False
1000	44	MA1096.1	ARALYDRAFT_496250	1.85e-1	1.0	1.2986878297335076	41	206	33	206	False
1000	44	MA1734.1	AT1G19040	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
1000	44	MA0096.1	bZIP910	1.47e-1	1.0	1.3100078625182523	53	206	43	206	False
1000	44	MA2667.1	GLYMA-13G236500	9.49e-2	1.0	1.3282643785574717	88	206	74	206	False
1000	44	MA1356.1	TRP2	8.58e-1	1.0	0.6301094482912665	3	206	5	206	False
1000	44	MA0561.1	PIF4	1.51e-1	1.0	1.5066876475216364	22	206	15	206	False
1000	44	MA1687.1	ARF14	3.13e-1	1.0	1.2313980297631524	23	206	19	206	False
1000	44	MA1034.1	Os05g0497200	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
1000	44	MA1281.2	DOF5.1	3.93e-2	1.0	1.5059851180847623	157	206	140	206	False
1000	44	MA2065.1	PK08602.1	5.00e-1	1.0	1.0925449871465296	12	206	11	206	False
1000	44	MA2434.1	SPL16A	6.66e-2	1.0	1.3765240869688788	129	206	113	206	False
1000	44	MA0973.2	CDF2	3.94e-2	1.0	1.4675471342974558	81	206	63	206	False
1000	44	MA1259.2	ERF023	1.56e-1	1.0	1.6209223847019123	16	206	10	206	False
1000	44	MA2087.1	PK24205.1	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
1000	44	MA2016.2	GRF6	9.70e-2	1.0	1.3211703100324164	93	206	79	206	False
1000	44	MA2728.1	SolycHsfC1	6.37e-2	1.0	1.6615820440183047	30	206	19	206	False
1000	44	MA2364.1	VIT_15s0048g01150	4.77e-2	1.0	1.4452880326468633	145	206	128	206	False
1000	44	MA2651.1	GLYMA-20G154400	7.10e-2	1.0	1.6950390329891716	26	206	16	206	False
1000	44	MA0977.1	DOF2.5	4.25e-2	1.0	1.5714285714285714	49	206	34	206	False
1000	44	MA1213.3	ZHD3	4.45e-2	1.0	2.556025369978858	201	206	193	206	False
1000	44	MA1384.1	PHL7	7.38e-2	1.0	1.413512645810295	62	206	48	206	False
1000	44	MA0960.1	BHLH104	4.27e-1	1.0	1.1409481658013447	17	206	15	206	False
1000	44	MA2420.1	SBP6	4.40e-2	1.0	1.5588804391846285	50	206	35	206	False
1000	44	MA1799.2	SPL10	4.58e-2	1.0	1.4574436969874232	148	206	131	206	False
1000	44	MA2399.1	LjSGA_053525.1	9.85e-2	1.0	1.7103485254691688	20	206	12	206	False
1000	44	MA1663.3	NAC050	4.40e-2	1.0	1.5588804391846285	171	206	156	206	False
1000	44	MA1790.1	NAC073	6.37e-2	1.0	1.6615820440183047	30	206	19	206	False
1000	44	MA1400.2	AT1G19000	6.16e-2	1.0	9.177777777777777	4	206	0	206	False
1000	44	MA1229.2	ERF034	1.56e-1	1.0	1.6209223847019123	16	206	10	206	False
1000	44	MA1411.2	TSAR1	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
1000	44	MA1031.2	OJ1581_H09.2	5.44e-2	1.0	1.4052863436123348	93	206	76	206	False
1000	44	MA1232.2	ERF054	7.43e-2	1.0	1.5087818116647038	41	206	29	206	False
1000	44	MA0577.4	SPL3	6.09e-2	1.0	4.44139650872818	6	206	1	206	False
1000	44	MA1028.1	KAN4	5.67e-2	1.0	1.7289315726290517	28	206	17	206	False
1000	44	MA2719.1	lat61	2.51e-1	1.0	1.2388346714100285	36	206	30	206	False
1000	44	MA1389.2	PHL1	8.14e-2	1.0	1.3459320948110185	126	206	111	206	False
1000	44	MA2734.1	Sl-ERF_F_5	2.51e-1	1.0	1.3205574912891986	22	206	17	206	False
1000	44	MA2038.2	NAC103	4.81e-2	1.0	1.7258382642998027	31	206	19	206	False
1000	44	MA0932.1	AHL12	4.82e-2	1.0	1.9703504043126685	195	206	185	206	False
1000	44	MA0097.1	bZIP911	6.89e-1	1.0	0.8902293517168235	8	206	9	206	False
1000	44	MA1331.2	BEH4	5.00e-1	1.0	1.0745475826055642	15	206	14	206	False
1000	44	MA2423.1	OsbZIP69	2.02e-1	1.0	1.2533562822719448	49	206	41	206	False
1000	44	MA2384.1	estExt_Genewise1.C_2060077	8.74e-2	1.0	3.075187969924812	7	206	2	206	False
1000	44	MA2375.1	BMY2	2.46e-1	1.0	1.3381524136241116	21	206	16	206	False
1000	44	MA1415.2	REF6	6.16e-2	1.0	9.177777777777777	4	206	0	206	False
1000	44	MA1835.2	TFLG2-Zm00001d042777	6.96e-2	1.0	1.5392672998643149	39	206	27	206	False
1000	44	MA1682.2	TCX3	5.08e-2	1.0	1.5555715312724658	46	206	32	206	False
1000	44	MA0963.1	bHLH78	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
1000	44	MA0590.1	LFY	5.83e-1	1.0	1.0	12	206	12	206	False
1000	44	MA1410.2	StBRC1	6.16e-2	1.0	9.177777777777777	4	206	0	206	False
1000	44	MA0557.2	FHY3	7.75e-2	1.0	1.9198722399666712	17	206	9	206	False
1000	44	MA1820.2	Zm00001d024324	1.33e-1	1.0	1.2766994346821132	86	206	74	206	False
1000	44	MA1084.1	WRKY38	5.31e-2	1.0	1.48868778280543	164	206	149	206	False
1000	44	MA2090.1	PK26523.1	5.25e-2	1.0	3.502770780856423	204	206	198	206	False
1000	44	MA1230.2	ERF037	2.08e-1	1.0	1.7622554660529344	9	206	5	206	False
1000	44	MA2410.1	ZmbZIP54	6.33e-2	1.0	1.3922195576871836	85	206	69	206	False
1000	44	MA0549.2	BZR2	1.97e-1	1.0	1.4079822616407982	22	206	16	206	False
1000	44	MA0997.2	ERF069	5.32e-2	1.0	2.3234765234765233	200	206	192	206	False
1000	44	MA1392.3	MYB98	6.64e-2	1.0	1.500488213139908	173	206	160	206	False
1000	44	MA0555.2	SVP	6.94e-2	1.0	1.3641461202275913	106	206	90	206	False
1000	44	MA1374.2	IDD7	1.05e-1	1.0	1.4086687306501549	45	206	34	206	False
1000	44	MA1168.2	MYR2	6.16e-2	1.0	9.177777777777777	4	206	0	206	False
1000	44	MA1748.2	DREB1F	6.16e-2	1.0	9.177777777777777	4	206	0	206	False
1000	44	MA1785.2	NAC018	6.76e-2	1.0	1.4055775071025047	71	206	56	206	False
1000	44	MA0955.2	POPTR_0002s00440g	5.44e-2	1.0	1.4052863436123348	93	206	76	206	False
1000	44	MA1764.2	MYB116	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
1000	44	MA2011.2	ERF010	7.49e-2	1.0	1.4079822616407982	157	206	143	206	False
1000	44	MA1043.2	NAC083	1.71e-1	1.0	1.2484024840248402	71	206	61	206	False
1000	44	MA2735.1	SlbHLH014	1.35e-1	1.0	1.2716164128919385	90	206	78	206	False
1000	44	MA2053.2	NAC105	5.68e-2	1.0	1.393063583815029	103	206	86	206	False
1000	44	MA2736.1	la3	6.71e-2	1.0	1.5562958400985387	38	206	26	206	False
1000	44	MA2740.1	SlTCP15	8.74e-2	1.0	3.075187969924812	7	206	2	206	False
1000	44	MA1661.2	GTL1	5.59e-2	1.0	2.6470588235294117	202	206	195	206	False
1000	44	MA1220.2	TINY	1.79e-1	1.0	1.4906666666666666	19	206	13	206	False
1000	44	MA2078.1	PK19363.1	7.96e-2	1.0	1.5419170583685369	35	206	24	206	False
1000	44	MA1814.2	RIN	5.66e-2	1.0	1.64	34	206	22	206	False
1000	44	MA1823.2	Zm00001d027846	5.66e-2	1.0	1.4658140494317968	161	206	146	206	False
1000	44	MA2647.1	GLYMA-12G226000	5.68e-2	1.0	1.393063583815029	120	206	103	206	False
1000	44	MA1753.2	ERF057	2.05e-1	1.0	1.5147333084669898	15	206	10	206	False
1000	44	MA0974.3	CDF3	5.69e-2	1.0	1.3923623693379792	104	206	87	206	False
1000	44	MA1346.2	TGA10	1.61e-1	1.0	1.374300728937108	33	206	25	206	False
1000	44	MA1357.2	bHLH80	1.96e-1	1.0	1.5659603554340396	14	206	9	206	False
1000	44	MA1257.2	ERF9	3.36e-1	1.0	1.1715617715617717	31	206	27	206	False
1000	44	MA1050.1	OsI_08196	9.49e-2	1.0	1.3282643785574717	132	206	118	206	False
1000	44	MA2359.1	PK23829.1	6.67e-2	1.0	1.735803785657158	25	206	15	206	False
1000	44	MA2415.1	EREB138	9.85e-2	1.0	1.8901858393487943	15	206	8	206	False
1000	44	MA1161.1	TSO1	6.17e-2	1.0	2.1530026109660576	199	206	191	206	False
1000	44	MA1776.3	MYB67	6.09e-2	1.0	4.44139650872818	6	206	1	206	False
1000	44	MA2429.1	SPL13D	8.90e-1	1.0	0.5911111111111111	4	206	7	206	False
1000	44	MA1791.1	NAC087	4.05e-1	1.0	1.247867085765604	10	206	8	206	False
1000	44	MA1017.2	GATA8	5.93e-2	1.0	1.6163389367905217	183	206	171	206	False
1000	44	MA1088.2	WRKY48	5.99e-2	1.0	1.4461367146808435	158	206	143	206	False
1000	44	MA1388.2	PHL2	6.16e-2	1.0	9.177777777777777	4	206	0	206	False
1000	44	MA2402.1	OsERF104	6.09e-2	1.0	4.44139650872818	6	206	1	206	False
1000	44	MA2089.1	PK25870.1	6.09e-2	1.0	4.44139650872818	6	206	1	206	False
1000	44	MA2725.1	SlWRKY6	6.16e-2	1.0	9.177777777777777	4	206	0	206	False
1000	44	MA1755.2	GATA4	6.09e-2	1.0	4.44139650872818	205	206	200	206	False
1000	44	MA1267.2	DOF5.8	6.16e-2	1.0	9.177777777777777	206	206	202	206	False
1000	44	MA1381.2	AT3G46070	6.16e-2	1.0	9.177777777777777	4	206	0	206	False
1000	44	MA1208.2	GT-2	6.20e-2	1.0	1.5946495900412951	36	206	24	206	False
1000	44	MA1071.2	DOF5.3	6.16e-2	1.0	9.177777777777777	206	206	202	206	False
1000	44	MA2461.1	WOX13	6.17e-2	1.0	2.1530026109660576	15	206	7	206	False
1000	44	MA0958.1	BHLH13	1.08e-1	1.0	3.739454094292804	5	206	1	206	False
1000	44	MA2711.1	SolycHsfB2b	1.42e-1	1.0	2.651870324189526	6	206	2	206	False
1000	44	MA2731.1	sep3	3.84e-1	1.0	1.1364310430054374	28	206	25	206	False
1000	44	MA1817.2	Zm00001d020267	1.61e-1	1.0	1.374300728937108	33	206	25	206	False
1000	44	MA1256.2	RAP2-12	2.49e-1	1.0	1.1945031712473573	56	206	49	206	False
1000	44	MA2480.1	GLYMA-04G093300	6.96e-2	1.0	1.3631877621514927	112	206	96	206	False
1000	44	MA2666.1	GLYMA-12G117000	2.91e-1	1.0	1.3029360651239368	18	206	14	206	False
1000	44	MA0935.1	NAC025	1.08e-1	1.0	3.739454094292804	5	206	1	206	False
1000	44	MA1280.2	DOF5.4	6.45e-2	1.0	1.5126934984520124	45	206	32	206	False
1000	44	MA1736.2	AT5G04390	6.46e-2	1.0	1.5747006767308693	37	206	25	206	False
1000	44	MA1801.2	TREE1	6.49e-2	1.0	1.4190424778163906	153	206	138	206	False
1000	44	MA2370.1	MBD2	6.49e-2	1.0	1.4190424778163906	153	206	138	206	False
1000	44	MA0941.2	ABF2	6.76e-2	1.0	2.354522084599205	12	206	5	206	False
1000	44	MA1834.2	Zm00001d034298	6.96e-2	1.0	1.5392672998643149	179	206	167	206	False
1000	44	MA2080.1	PK20225.1	6.70e-2	1.0	1.632895559724828	31	206	20	206	False
1000	44	MA2709.1	SolycHsfA2	2.01e-1	1.0	1.2163574601515548	73	206	64	206	False
1000	44	MA2009.2	NAC010	5.00e-1	1.0	1.1108879067898754	10	206	9	206	False
1000	44	MA2382.1	e_gw1.209.40.1	7.03e-2	1.0	1.606916772172986	32	206	21	206	False
1000	44	MA1364.2	BHLH72	1.79e-1	1.0	1.313859275053305	39	206	31	206	False
1000	44	MA2655.1	GLYMA-08G218600	6.76e-2	1.0	2.354522084599205	201	206	194	206	False
1000	44	MA1816.2	O11	1.10e-1	1.0	2.4897445124145374	8	206	3	206	False
1000	44	MA1075.1	WRKY12	7.00e-2	1.0	2.796745027124774	203	206	197	206	False
1000	44	MA1265.3	ERF015	1.08e-1	1.0	3.739454094292804	5	206	1	206	False
1000	44	MA1250.2	DREB2D	1.85e-1	1.0	1.4592770638809283	20	206	14	206	False
1000	44	MA1305.2	WRKY55	1.01e-1	1.0	2.1550802139037435	11	206	5	206	False
1000	44	MA1293.2	MYB57	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
1000	44	MA2762.1	myb53	8.74e-2	1.0	3.075187969924812	7	206	2	206	False
1000	44	MA2721.1	Sl-ERF_C_6	5.00e-1	1.0	1.0544342909736375	21	206	20	206	False
1000	44	MA2023.2	PHL4	1.46e-1	1.0	1.682698914387797	15	206	9	206	False
1000	44	MA0569.2	MYC4	1.00e-1	1.0	1.3113367174280879	108	206	94	206	False
1000	44	MA0965.3	BIM2	9.37e-2	1.0	1.6220886551465064	25	206	16	206	False
1000	44	MA0989.2	PHYPADRAFT_153324	6.98e-2	1.0	2.0226956924502084	198	206	190	206	False
1000	44	MA2383.1	e_gw1.392.16.1	6.98e-2	1.0	2.0226956924502084	198	206	190	206	False
1000	44	MA2614.1	ereb198	3.45e-1	1.0	1.1494247687796075	36	206	32	206	False
1000	44	MA2451.1	SPL7B	8.54e-1	1.0	0.6739729623310146	6	206	9	206	False
1000	44	MA1270.2	DOF3.2	7.10e-2	1.0	1.6950390329891716	26	206	16	206	False
1000	44	MA1016.2	GATA15	7.00e-2	1.0	1.3938481052798477	147	206	132	206	False
1000	44	MA1022.2	PHYPADRAFT_38837	7.00e-2	1.0	2.796745027124774	203	206	197	206	False
1000	44	MA0981.2	DOF1.8	7.00e-2	1.0	2.796745027124774	203	206	197	206	False
1000	44	MA2394.1	PpDof6	7.00e-2	1.0	2.796745027124774	203	206	197	206	False
1000	44	MA2658.1	GLYMA-19G094100	7.20e-2	1.0	1.523470839260313	178	206	166	206	False
1000	44	MA1240.2	ERF077	1.96e-1	1.0	1.5659603554340396	14	206	9	206	False
1000	44	MA2608.1	glk53	8.74e-2	1.0	3.075187969924812	7	206	2	206	False
1000	44	MA1417.2	O2	2.29e-1	1.0	1.1958314855875831	69	206	61	206	False
1000	44	MA0584.2	SEP1	9.85e-2	1.0	1.5897902651365254	26	206	17	206	False
1000	44	MA1337.2	BZIP44	4.41e-1	1.0	1.0904473209896772	27	206	25	206	False
1000	44	MA1004.2	ERF13	1.46e-1	1.0	1.9576682859125607	10	206	5	206	False
1000	44	MA2639.1	FUL::SOC1	7.52e-2	1.0	1.6589733386390768	27	206	17	206	False
1000	44	MA2343.1	MYB3R3	7.77e-2	1.0	1.3603865014653396	135	206	120	206	False
1000	44	MA2649.1	GLYMA-08G271900	7.60e-2	1.0	1.4027097446586765	64	206	50	206	False
1000	44	MA2714.1	APETALA2a	2.72e-1	1.0	1.6917293233082706	7	206	4	206	False
1000	44	MA2472.1	AT3G12910	5.00e-1	1.0	1.2920634920634921	4	206	3	206	False
1000	44	MA2460.1	MGH6.1	5.00e-1	1.0	1.2920634920634921	4	206	3	206	False
1000	44	MA1244.2	ABR1	2.58e-1	1.0	1.176842105263158	64	206	57	206	False
1000	44	MA0983.2	DOF5.6	7.60e-2	1.0	1.4027097446586765	64	206	50	206	False
1000	44	MA2732.1	Sl-ERF_C_4	2.24e-1	1.0	1.2481270602337429	42	206	35	206	False
1000	44	MA1803.2	VIP1	1.84e-1	1.0	1.2199027965899132	91	206	81	206	False
1000	44	MA0551.2	HY5	3.50e-1	1.0	1.139247424847593	39	206	35	206	False
1000	44	MA1350.1	BZIP42	7.36e-1	1.0	0.8431372549019608	11	206	13	206	False
1000	44	MA1269.2	DOF4.5	7.86e-2	1.0	2.152057245080501	13	206	6	206	False
1000	44	MA1268.2	CDF5	8.20e-2	1.0	1.3437110834371109	97	206	82	206	False
1000	44	MA1301.2	WRKY33	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
1000	44	MA2029.2	MYB88	1.62e-1	1.0	1.237391508327469	105	206	94	206	False
1000	44	MA2708.1	SlDof4	7.86e-2	1.0	2.152057245080501	200	206	193	206	False
1000	44	MA1275.2	DOF1.6	7.87e-2	1.0	1.3564970291914233	133	206	118	206	False
1000	44	MA2414.1	EREB127	1.37e-1	1.0	1.3973340442548654	36	206	27	206	False
1000	44	MA1182.2	RVE8	1.05e-1	1.0	1.3651732882502112	161	206	149	206	False
1000	44	MA2405.1	OsMSL08	7.87e-2	1.0	1.3564970291914233	133	206	118	206	False
1000	44	MA1087.3	WRKY45	8.48e-2	1.0	1.836680560818492	18	206	10	206	False
1000	44	MA2746.1	HB-HD-ZIP-2A-2	8.10e-2	1.0	1.4703431952662722	174	206	162	206	False
1000	44	MA1765.2	MYB121	8.60e-2	1.0	2.404580152671756	10	206	4	206	False
1000	44	MA1089.2	WRKY57	7.96e-2	1.0	1.5419170583685369	35	206	24	206	False
1000	44	MA1344.2	BZIP28	2.09e-1	1.0	1.2024834931934896	83	206	74	206	False
1000	44	MA1666.3	HSFB2B	1.17e-1	1.0	1.2908324552160169	97	206	84	206	False
1000	44	MA0961.2	bHLH112	3.00e-1	1.0	1.4837390457643622	9	206	6	206	False
1000	44	MA0995.3	ERF039	9.27e-2	1.0	1.335562310030395	136	206	122	206	False
1000	44	MA2350.1	OsFBH1	3.00e-1	1.0	1.4837390457643622	9	206	6	206	False
1000	44	MA1812.2	ASR1	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
1000	44	MA2063.1	PK07402.1	8.38e-2	1.0	1.3371427020277424	108	206	93	206	False
1000	44	MA2626.1	bzip40	9.43e-2	1.0	1.527220630372493	184	206	174	206	False
1000	44	MA1745.2	BZIP63	1.13e-1	1.0	1.3361185345556645	155	206	143	206	False
1000	44	MA2392.1	GRMZM2G135447	8.22e-2	1.0	1.3757658270932607	70	206	56	206	False
1000	44	MA1091.1	WRKY62	1.14e-1	1.0	1.33203007518797	154	206	142	206	False
1000	44	MA1035.1	TCP4	2.17e-1	1.0	1.3356529964191608	26	206	20	206	False
1000	44	MA1094.3	WRKY8	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
1000	44	MA0571.2	ANT	6.41e-1	1.0	0.9379077615298088	16	206	17	206	False
1000	44	MA1009.1	ARF3	1.01e-1	1.0	1.4285109386026817	174	206	163	206	False
1000	44	MA2476.1	KNAT7	1.24e-1	1.0	1.3025486434639628	145	206	133	206	False
1000	44	MA1778.2	MYB80	8.57e-2	1.0	1.3615156712926868	74	206	60	206	False
1000	44	MA1174.2	MYB56	9.11e-2	1.0	1.4205714285714286	169	206	157	206	False
1000	44	MA1747.2	DOF4.3	3.12e-1	1.0	2.3562653562653564	3	206	1	206	False
1000	44	MA1277.2	DOF1.7	8.48e-2	1.0	1.836680560818492	18	206	10	206	False
1000	44	MA1326.2	ZHD5	8.74e-2	1.0	3.075187969924812	204	206	199	206	False
1000	44	MA1369.2	HDG1	8.70e-2	1.0	1.5720997719892214	186	206	176	206	False
1000	44	MA0573.2	ATHB-9	8.15e-1	1.0	0.7484556962025316	9	206	12	206	False
1000	44	MA1425.2	HYH	1.30e-1	1.0	2.1645569620253164	9	206	4	206	False
1000	44	MA2441.1	SPL3A	1.69e-1	1.0	1.2920634920634921	49	206	40	206	False
1000	44	MA2103.1	AT4G09450	8.60e-2	1.0	2.404580152671756	202	206	196	206	False
1000	44	MA1808.3	GLYMA-06G314400	1.65e-1	1.0	1.2635851399102282	151	206	141	206	False
1000	44	MA1811.3	GLYMA-13G317000	4.01e-1	1.0	1.0974614509357712	41	206	38	206	False
1000	44	MA2670.1	GLYMA-15G168800	1.81e-1	1.0	1.226818244076154	84	206	74	206	False
1000	44	MA2669.1	GLYMA-04G231400	1.42e-1	1.0	2.651870324189526	6	206	2	206	False
1000	44	MA2668.1	GLYMA-20G155100	5.51e-1	1.0	1.0	37	206	37	206	False
1000	44	MA2665.1	GLYMA-11G053600	4.50e-1	1.0	1.0645840645840645	168	206	166	206	False
1000	44	MA2663.1	GLYMA-02G261700	3.42e-1	1.0	1.1083684527393136	131	206	126	206	False
1000	44	MA2662.1	GLYMA-13G153200	1.51e-1	1.0	1.346363002556356	174	206	165	206	False
1000	44	MA2660.1	GLYMA-12G168700	4.17e-1	1.0	1.0673992673992674	139	206	136	206	False
1000	44	MA2657.1	GLYMA-14G028900	1.46e-1	1.0	1.3646684609738193	176	206	167	206	False
1000	44	MA2656.1	GLYMA-14G006800	3.11e-1	1.0	1.1237514011707561	114	206	108	206	False
1000	44	MA2654.1	GLYMA-05G127600	2.12e-1	1.0	1.2802843464384157	176	206	169	206	False
1000	44	MA2652.1	GLYMA-01G053800	5.00e-1	1.0	1.2920634920634921	4	206	3	206	False
1000	44	MA2646.1	GLYMA-11G083900	1.90e-1	1.0	1.2409856740937166	62	206	53	206	False
1000	44	MA2644.1	GLYMA-14G030700	1.85e-1	1.0	1.6292749658002736	13	206	8	206	False
1000	44	MA2643.1	SNAC23	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
1000	44	MA2642.1	GLYMA-10G230700	2.82e-1	1.0	1.1728781709990606	52	206	46	206	False
1000	44	MA2641.1	GLYMA-01G038600	2.18e-1	1.0	1.2180023037683068	59	206	51	206	False
1000	44	MA2640.1	GLYMA-19G062000	3.25e-1	1.0	1.1371087928464978	54	206	49	206	False
1000	44	MA2745.1	SlWRKY81	1.72e-1	1.0	1.2462453531598514	144	206	134	206	False
1000	44	MA2744.1	SlWRKY40	1.57e-1	1.0	1.2479379338505512	129	206	118	206	False
1000	44	MA2743.1	SlWRKY23	2.05e-1	1.0	1.5147333084669898	15	206	10	206	False
1000	44	MA2742.1	SlWRKY11	2.51e-1	1.0	1.8849305308158175	6	206	3	206	False
1000	44	MA2741.1	SlWRKY7	3.75e-1	1.0	1.458852867830424	6	206	4	206	False
1000	44	MA2738.1	Cnr	1.16e-1	1.0	1.5822273006943834	23	206	15	206	False
1000	44	MA2737.1	SlERF36	2.64e-1	1.0	1.1671714112658995	143	206	136	206	False
1000	44	MA2729.1	vahox1	1.61e-1	1.0	1.8144796380090498	200	206	195	206	False
1000	44	MA2727.1	SolycHsfA7	1.88e-1	1.0	1.213550666701055	111	206	101	206	False
1000	44	MA2726.1	SlWRKY41	4.04e-1	1.0	1.0920852641334569	44	206	41	206	False
1000	44	MA2722.1	Sl-ERF_F_2	5.00e-1	1.0	1.0855813953488371	13	206	12	206	False
1000	44	MA2718.1	Sl-ERF_A_3	7.15e-1	1.0	0.8696576151121606	14	206	16	206	False
1000	44	MA2717.1	eil2	1.51e-1	1.0	1.5066876475216364	191	206	184	206	False
1000	44	MA2716.1	dreb3	2.78e-1	1.0	1.2379994251221615	29	206	24	206	False
1000	44	MA2715.1	Solyc03g124110	5.00e-1	1.0	1.1877125368397188	6	206	5	206	False
