matrix_id	motif_name	tf_class	tf_family	litchi_tf_gene_id	litchi_tf_max_group_median_normalized_count	tf_expression_status	ame_pass_count_1000bp	ame_pass_count_2000bp	fimo_pass_count_1000bp	fimo_pass_count_2000bp	both_windows_ame_pass	discovery_motif_status	external_transport_status
MA1160.2	IDD6	C2H2 zinc finger factors	IDD		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1370.2	IDD5	C2H2 zinc finger factors	IDD	LITCHI006239	1756.55939286669	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1371.2	IDD4	C2H2 zinc finger factors	IDD	LITCHI006241	1827.55197802874	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1372.2	ZAT10	C2H2 zinc finger factors	C2H2	LITCHI010840	8764.54172814892	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1374.2	IDD7	C2H2 zinc finger factors	IDD		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1381.2	AT3G46070	C2H2 zinc finger factors	C2H2		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1405.2	SIZF2	C2H2 zinc finger factors	C2H2		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1415.2	REF6	C2H2 zinc finger factors	Jumonji		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1736.2	AT5G04390	C2H2 zinc finger factors	C2H2		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1801.2	TREE1	C2H2 zinc finger factors	C2H2		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA2052.2	ZAT6	C2H2 zinc finger factors	C2H2		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA2016.2	GRF6	C3H zinc finger factors	GRF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0969.2	CAMTA2	GCM domain factors	CAMTA	LITCHI001176	1326.00444995555	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0970.2	CAMTA3	GCM domain factors	CAMTA	LITCHI007990	1221.27757635208	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1197.2	CAMTA1	GCM domain factors	CAMTA		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1756.2	GRF9	C3H zinc finger factors	GRF	LITCHI025575	nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1809.2	GLYMA-07G038400	C3H zinc finger factors	GRF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1682.2	TCX3	CPP			nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1813.2	EIL4	EIL			nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1414.2	E2FA	Fork head/winged helix factors	E2F	LITCHI018943	163.838426064969	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0938.3	NAC058	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1043.2	NAC083	GCM domain factors	NAC	LITCHI004596	2724.65800749999	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1044.2	NAC92	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1045.2	NAC043	GCM domain factors	NAC	LITCHI026796	1107.48432852796	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1427.3	NAC028	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1660.2	NAC013	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1663.3	NAC050	GCM domain factors	NAC	LITCHI027245	1234.25680203162	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1674.3	NAC017	GCM domain factors	NAC	LITCHI011550	4563.8090461317	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1675.2	NAC029	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1676.3	NAC062	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1677.2	NAC078	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1678.3	NTL8	GCM domain factors	NAC	LITCHI024392	264.497643158093	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1785.2	NAC018	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1786.2	NAC019	GCM domain factors	NAC	LITCHI013207	958.04960688369	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1787.2	NAC047	GCM domain factors	NAC	LITCHI003437	754.136551435199	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA2006.2	NAC020	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA2009.2	NAC010	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA2010.2	SMB	GCM domain factors	NAC	LITCHI009823	47.2546699707668	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA2017.2	JUB1	GCM domain factors	NAC	LITCHI020164	216.444025336387	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA2018.2	NAC69	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA2033.2	NAC038	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA2034.2	NAC057	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	1	0	0	0	False	NOT_ROBUST	PENDING
MA2035.2	NAC075	GCM domain factors	NAC	LITCHI017705	481.735399313901	EXPRESSED	0	1	0	0	False	NOT_ROBUST	PENDING
MA2036.2	NAC076	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA2037.2	NAC096	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA2038.2	NAC103	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA2043.2	NAC004	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA2044.2	NAC007	GCM domain factors	NAC	LITCHI022831	86.8208199000673	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA2045.2	NAC031	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA2046.2	NAC035	GCM domain factors	NAC	LITCHI001130	691.67061543596	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA2047.2	NAC037	GCM domain factors	NAC	LITCHI006498	214.40584151712	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA2048.2	NAC045	GCM domain factors	NAC	LITCHI008062	73.0845507207202	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA2049.2	NAC053	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA2050.2	NAC101	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA2051.2	NAC68	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA2053.2	NAC105	GCM domain factors	NAC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0589.2	WRKY1	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1076.3	WRKY15	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1077.2	WRKY18	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1078.2	WRKY2	GCM domain factors	WRKY	LITCHI013493	536.014603792801	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1079.3	WRKY21	GCM domain factors	WRKY	LITCHI026110	558.813063204126	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1081.3	WRKY25	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1083.3	WRKY30	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1085.3	WRKY40	GCM domain factors	WRKY	LITCHI030932	535.953371951948	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1086.2	WRKY43	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1087.3	WRKY45	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1088.2	WRKY48	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1089.2	WRKY57	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1090.2	WRKY60	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1092.2	WRKY63	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1093.2	WRKY75	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1094.3	WRKY8	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1295.2	WRKY20	GCM domain factors	WRKY	LITCHI013794	1490.72740752941	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1296.2	WRKY46	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1297.2	WRKY26	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1298.2	WRKY29	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1299.2	WRKY17	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1300.2	WRKY6	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1301.2	WRKY33	GCM domain factors	WRKY	LITCHI018082	nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1302.2	WRKY65	GCM domain factors	WRKY	LITCHI028982	71.8057299420544	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1303.2	WRKY22	GCM domain factors	WRKY	LITCHI025778	226.162092730526	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1304.2	WRKY59	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1305.2	WRKY55	GCM domain factors	WRKY	LITCHI027572	20.5052234529208	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1306.2	WRKY11	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1307.3	WRKY31	GCM domain factors	WRKY	LITCHI029600	3610.80048415848	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1308.2	WRKY70	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1310.2	WRKY42	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1311.3	WRKY28	GCM domain factors	WRKY	LITCHI028873	80.8817147309655	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1312.2	WRKY47	GCM domain factors	WRKY	LITCHI026694	68.3507448430694	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1313.2	WRKY7	GCM domain factors	WRKY	LITCHI010930	1363.05763511133	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1314.2	WRKY14	GCM domain factors	WRKY	LITCHI028587	nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1315.2	WRKY24	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1316.2	WRKY71	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1317.2	WRKY50	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1318.2	WRKY27	GCM domain factors	WRKY		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1805.2	WRKY53	GCM domain factors	WRKY	LITCHI021964	81.0609496084945	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0557.2	FHY3	GCM domain factors	FRS/FRF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1382.2	FAR1	GCM domain factors	FRS/FRF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1664.3	HSFA6B	Heat shock factors	HSF	LITCHI014879	20.2835957605853	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1665.3	HSFB2A	Heat shock factors	HSF	LITCHI009313	1814.35886642318	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1666.3	HSFB2B	Heat shock factors	HSF	LITCHI022973	967.286075827808	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1667.3	HSFC1	Heat shock factors	HSF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1758.2	HSFA1E	Heat shock factors	HSF	LITCHI020466	728.782061880967	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1759.2	HSFA4A	Heat shock factors	HSF	LITCHI028960	706.291030045051	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1761.2	HSFB3	Heat shock factors	HSF	LITCHI008825	nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA2019.2	HSFA1B	Heat shock factors	HSF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA2020.2	HSFB4	Heat shock factors	HSF	LITCHI010966	214.860348359865	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0008.4	HAT5	Homeo domain factors	HD-ZIP	LITCHI020514	525.965022283317	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0110.4	ATHB-5	Homeo domain factors	HD-ZIP	LITCHI007264	7282.82080601756	EXPRESSED	4	0	0	0	False	NOT_ROBUST	PENDING
MA0573.2	ATHB-9	Homeo domain factors	HD-ZIP	LITCHI028674	2006.82338777093	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0953.2	ATHB-6	Homeo domain factors	HD-ZIP		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0954.3	ATHB-7	Homeo domain factors	HD-ZIP	LITCHI026812	2337.64642667579	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0990.2	HDG11	Homeo domain factors	HD-ZIP	LITCHI022983	67.3880183492303	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1024.2	HAT1	Homeo domain factors	HD-ZIP		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	2	0	0	0	False	NOT_ROBUST	PENDING
MA1026.3	ATHB-15	Homeo domain factors	HD-ZIP	LITCHI030492	2891.64401337754	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1198.2	HAT2	Homeo domain factors	HD-ZIP	LITCHI022755	2227.91167622909	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1209.2	ATHB-20	Homeo domain factors	HD-ZIP	LITCHI019554	1407.33528175711	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1210.3	HAT22	Homeo domain factors	HD-ZIP	LITCHI007125	1088.2149125554	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1211.2	ATHB-X	Homeo domain factors	HD-ZIP		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1212.2	ATHB-13	Homeo domain factors	HD-ZIP	LITCHI005143	2149.06305221784	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1214.2	ATHB-40	Homeo domain factors	HD-ZIP		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1215.2	ATHB-53	Homeo domain factors	HD-ZIP		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1327.3	ATHB-23	Homeo domain factors	HD-ZIP		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1369.2	HDG1	Homeo domain factors	HD-ZIP		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1375.2	ANL2	Homeo domain factors	HD-ZIP	LITCHI025641	4203.99587423073	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1406.2	ATHB-4	Homeo domain factors	HD-ZIP	LITCHI025382	437.706607297838	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1757.2	HDG7	Homeo domain factors	HD-ZIP		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1824.2	Zm00001d005692	Homeo domain factors	HD-ZIP		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1213.3	ZHD3	Homeo domain factors	PLINC	LITCHI000999	521.855920546729	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1326.2	ZHD5	Homeo domain factors	PLINC	LITCHI010282	35.1589660952506	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1329.3	ZHD1	Homeo domain factors	PLINC	LITCHI007248	131.84612285719	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1330.2	ZHD6	Homeo domain factors	PLINC		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1807.2	ZHD10	Homeo domain factors	PLINC	LITCHI019540	1034.66916619212	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0001.3	AGL3	MADS box factors	Type II		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	1	0	0	False	NOT_ROBUST	PENDING
MA0005.3	AG	MADS box factors	Type II	LITCHI028933	104.959382205592	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0082.2	squamosa	MADS box factors	Type II		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0548.3	AGL15	MADS box factors	Type II	LITCHI008820	nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0554.2	SOC1	MADS box factors	Type II	LITCHI025598	8841.61939203914	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0555.2	SVP	MADS box factors	Type II	LITCHI007230	1066.59541088669	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0556.2	AP3	MADS box factors	Type II	LITCHI006530	257.832418031838	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0558.2	FLC	MADS box factors	Type II		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0563.2	SEP3	MADS box factors	Type II	LITCHI004634	12.6962933121738	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0584.2	SEP1	MADS box factors	Type II	LITCHI019333	nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0585.2	AGL1	MADS box factors	Type II	LITCHI026995	44.9253455661535	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1814.2	RIN	MADS box factors	Type II		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1015.2	GATA12	Other C4 zinc finger-type factors	C4-GATA-related	LITCHI030497	121.749473867173	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1016.2	GATA15	Other C4 zinc finger-type factors	C4-GATA-related	LITCHI014411	886.952467030728	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1017.2	GATA8	Other C4 zinc finger-type factors	C4-GATA-related	LITCHI027824	2405.63445720542	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1018.2	GATA9	Other C4 zinc finger-type factors	C4-GATA-related		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1323.2	GATA19	Other C4 zinc finger-type factors	C4-GATA-related	LITCHI006626	64.0252231454113	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1325.2	GATA14	Other C4 zinc finger-type factors	C4-GATA-related		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1396.2	GATA6	Other C4 zinc finger-type factors	C4-GATA-related	LITCHI006525	1094.81113868822	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1755.2	GATA4	Other C4 zinc finger-type factors	C4-GATA-related	LITCHI025424	40.8568564235611	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0020.2	Dof2	Other C4 zinc finger-type factors	DOF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0973.2	CDF2	Other C4 zinc finger-type factors	DOF	LITCHI019522	1193.71432843843	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0974.3	CDF3	Other C4 zinc finger-type factors	DOF	LITCHI023451	588.224277056975	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0981.2	DOF1.8	Other C4 zinc finger-type factors	DOF	LITCHI021914	370.175622630682	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0982.2	DOF2.4	Other C4 zinc finger-type factors	DOF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0983.2	DOF5.6	Other C4 zinc finger-type factors	DOF	LITCHI022387	1257.413398823	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0984.2	DOF5.7	Other C4 zinc finger-type factors	DOF	LITCHI007199	50.7851732486953	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0987.2	PHYPADRAFT_140773	Other C4 zinc finger-type factors	DOF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0989.2	PHYPADRAFT_153324	Other C4 zinc finger-type factors	DOF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1022.2	PHYPADRAFT_38837	Other C4 zinc finger-type factors	DOF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
